model_seed,contrast,partition,geometry,metric,delta_mean,delta_ci_low,delta_ci_high,source_blocks
0,r5_smooth_residual_continuity_vs_r1_linear,trained,nominal,rho,0.07085418866331308,0.04694263807228989,0.09603578121891727,640
0,r5_smooth_residual_continuity_vs_r1_linear,trained,nominal,stress,-0.0736918516149752,-0.08322170513886909,-0.06357029589103011,640
0,r5_smooth_residual_continuity_vs_r1_linear,trained,functional,rho,0.08337831704913279,0.05897662709582554,0.10889560789136721,640
0,r5_smooth_residual_continuity_vs_r1_linear,trained,functional,stress,-0.09561912780091122,-0.1060750916598924,-0.08513952707203498,640
0,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,nominal,rho,0.06622686254653187,0.046073228894470256,0.08604514021874608,640
0,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,nominal,stress,-0.06331340729634365,-0.07192238068873412,-0.05524059329454276,640
0,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,functional,rho,0.0827331487125111,0.062366486567987885,0.10250373451390704,640
0,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,functional,stress,-0.08351528799065605,-0.09260916355056904,-0.07459657679414593,640
0,r5_smooth_residual_continuity_vs_r0_mlp,trained,nominal,rho,0.03109678507216614,0.007424841616200768,0.05611996379132798,640
0,r5_smooth_residual_continuity_vs_r0_mlp,trained,nominal,stress,-0.025162647497398882,-0.03485286445119987,-0.015734499329185466,640
0,r5_smooth_residual_continuity_vs_r0_mlp,trained,functional,rho,0.057297142472477317,0.03446022367474968,0.08093680724703592,640
0,r5_smooth_residual_continuity_vs_r0_mlp,trained,functional,stress,-0.05730202582877788,-0.06729839879841432,-0.047485981806944515,640
0,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,nominal,rho,0.034332383621067816,0.014476932224771694,0.052838630551073525,640
0,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,nominal,stress,-0.0194451765357782,-0.027203799604088613,-0.011832847795109723,640
0,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,functional,rho,0.06619804570615831,0.04790590790012819,0.08411614092413948,640
0,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,functional,stress,-0.05867468415144195,-0.06678819109315698,-0.050686133790166524,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,nominal,rho,0.03469213358577973,0.011722623896735129,0.05901809278655574,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,nominal,stress,-0.030967443462173738,-0.04027388846095668,-0.021515870478387707,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,functional,rho,0.07020861503517804,0.04686715561730795,0.09288513361606904,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,functional,stress,-0.013830284525208111,-0.02242648238941973,-0.005472514004279708,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,nominal,rho,0.049331549035509493,0.02786134598888053,0.06922943322925566,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,nominal,stress,-0.024583133665145345,-0.03269233740201265,-0.01643100385667253,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,functional,rho,0.08892588770879066,0.06955304634665085,0.1070181807268301,640
0,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,functional,stress,-0.011775508377683808,-0.01900337943554217,-0.004667303147837774,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,nominal,rho,0.09072792450790088,0.07076405665292347,0.11009016740096632,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,nominal,stress,-0.05676792027191311,-0.06390687478739845,-0.049420984329500116,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,functional,rho,0.09331021902044104,0.07401923752401973,0.11291827648729633,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,functional,stress,-0.07387960276250737,-0.08172871316842596,-0.06572633715007911,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,nominal,rho,0.06982320422515305,0.05271010744300743,0.08510239728592485,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,nominal,stress,-0.04686094914037882,-0.05245692916868519,-0.04118065498669221,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,functional,rho,0.07859505043486688,0.06277590182759535,0.09321167229334944,640
0,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,functional,stress,-0.06813346668699298,-0.07410165504051074,-0.062467272943668516,640
0,r4_smooth_residual_vs_r1_linear,trained,nominal,rho,-0.019873735844587816,-0.04006529255225749,0.0009440272823728474,640
0,r4_smooth_residual_vs_r1_linear,trained,nominal,stress,-0.01692393134306209,-0.024217609442365385,-0.009623652589399786,640
0,r4_smooth_residual_vs_r1_linear,trained,functional,rho,-0.009931901971308253,-0.030612853148614148,0.01263114462956051,640
0,r4_smooth_residual_vs_r1_linear,trained,functional,stress,-0.021739525038403845,-0.030706693483010424,-0.012740024019945655,640
0,r4_smooth_residual_vs_r1_linear,heldout_dense,nominal,rho,-0.0035963416786211717,-0.019136111018470958,0.013152222072798802,640
0,r4_smooth_residual_vs_r1_linear,heldout_dense,nominal,stress,-0.016452458155964838,-0.022585918674283816,-0.010148383501628135,640
0,r4_smooth_residual_vs_r1_linear,heldout_dense,functional,rho,0.0041380982776442355,-0.013846131588994314,0.02271098415101382,640
0,r4_smooth_residual_vs_r1_linear,heldout_dense,functional,stress,-0.015381821303663067,-0.022817976043603694,-0.007604666571314612,640
