model_seed,method,source_index,scale,nominal_change,functional_change,prediction_preserved
3,r0_mlp,544,0.02,0.0007842341437935829,2.448655145315115e-08,1
3,r0_mlp,4306,0.02,0.0019608603324741125,6.584555478639231e-08,1
3,r0_mlp,6410,0.02,0.0025835572741925716,4.318305357742247e-08,1
3,r0_mlp,6382,0.02,0.0023047938011586666,4.134218301032888e-08,1
3,r0_mlp,8949,0.02,0.003000974887982011,4.8533383534277164e-08,1
3,r0_mlp,9600,0.02,0.0013919706689193845,5.502764821585515e-08,1
3,r0_mlp,486,0.02,0.0006721495883539319,2.557401934666359e-08,1
3,r0_mlp,109,0.02,0.0011397177586331964,3.879033982912006e-08,1
3,r0_mlp,2500,0.02,0.0017454080516472459,4.344413184753648e-08,1
3,r0_mlp,1413,0.02,0.0014468939043581486,2.877505167475647e-08,1
3,r0_mlp,360,0.02,0.0010086818365380168,2.4983258128941088e-08,1
3,r0_mlp,2139,0.02,0.0012532509863376617,3.880015597701458e-08,1
3,r0_mlp,9158,0.02,0.0019684690050780773,4.6395207675686834e-08,1
3,r0_mlp,3213,0.02,0.0025947510730475187,4.644379458795811e-08,1
3,r0_mlp,8351,0.02,0.0011138247791677713,4.552106247501797e-08,1
3,r0_mlp,4655,0.02,0.0026685218326747417,3.2385120363187525e-08,1
3,r0_mlp,6249,0.02,0.00124506710562855,5.670857916584282e-08,1
3,r0_mlp,8929,0.02,0.0009162811329588294,5.580528750215308e-08,1
3,r0_mlp,6036,0.02,0.0015531358076259494,3.108291579678735e-08,1
3,r0_mlp,1671,0.02,0.0028273004572838545,3.7513437689540297e-08,1
3,r0_mlp,3885,0.02,0.002613345393911004,3.384788627158741e-08,1
3,r0_mlp,3768,0.02,0.0025761688593775034,4.7718103246552346e-08,1
3,r0_mlp,4069,0.02,0.0016217828961089253,3.78674265277823e-08,1
3,r0_mlp,9482,0.02,0.00027056498220190406,4.86249120967841e-08,1
3,r0_mlp,1037,0.02,0.00199264008551836,3.5668161757484995e-08,1
3,r0_mlp,9099,0.02,0.0008786430116742849,3.1441778958196664e-08,1
3,r0_mlp,1129,0.02,0.0016181804239749908,3.7760752746862636e-08,1
3,r0_mlp,2066,0.02,0.0015399721451103687,2.6458783608518388e-08,1
3,r0_mlp,8225,0.02,0.0011144467862322927,3.4170511753472965e-08,1
3,r0_mlp,5603,0.02,0.001521952566690743,4.4783259767200434e-08,1
3,r0_mlp,755,0.02,0.0024354911874979734,3.883187815745259e-08,1
3,r0_mlp,9587,0.02,0.001112649799324572,5.051044738024757e-08,1
3,r0_mlp,9193,0.02,0.000642446510028094,3.08016154804136e-08,1
3,r0_mlp,7416,0.02,0.0019028711831197143,4.002141906767065e-08,1
3,r0_mlp,468,0.02,0.0018532141111791134,3.8920642708717423e-08,0
3,r0_mlp,5679,0.02,0.0014087274903431535,3.4352666489212424e-08,1
