model_seed,method,source_index,scale,nominal_change,functional_change,prediction_preserved
4,r0_mlp,544,0.02,0.0011976414825767279,7.575648552915482e-09,1
4,r0_mlp,4306,0.02,0.0013250547926872969,1.0208858647331454e-08,1
4,r0_mlp,6410,0.02,0.0015796544030308723,9.890491092789944e-09,1
4,r0_mlp,6382,0.02,0.000429687206633389,8.416343177941599e-09,1
4,r0_mlp,8949,0.02,0.00135348632466048,1.4022174532613008e-08,1
4,r0_mlp,9600,0.02,0.00030083401361480355,8.749966085019878e-09,1
4,r0_mlp,486,0.02,0.0023676634300500154,1.1897867580046295e-08,1
4,r0_mlp,109,0.02,0.0015393139328807592,1.4956375693486734e-08,1
4,r0_mlp,2500,0.02,8.611983503215015e-05,7.391732115280547e-09,1
4,r0_mlp,1413,0.02,0.0013291854411363602,8.618446400987523e-09,1
4,r0_mlp,360,0.02,0.0009689818834885955,7.950529123945671e-09,1
4,r0_mlp,2139,0.02,0.0008211160893552005,9.327769667777375e-09,1
4,r0_mlp,9158,0.02,0.0005215311539359391,8.321398681232495e-09,1
4,r0_mlp,3213,0.02,0.0012516778660938144,1.084368062009844e-08,1
4,r0_mlp,8351,0.02,0.0011629051296040416,1.027788076868319e-08,1
4,r0_mlp,4655,0.02,0.0020729375537484884,1.1244521758158044e-08,1
4,r0_mlp,6249,0.02,0.0007179676904343069,1.03331778689153e-08,1
4,r0_mlp,8929,0.02,0.0016824830090627074,1.6682882630902895e-08,1
4,r0_mlp,6036,0.02,0.0018916602712124586,8.144747987159917e-09,1
4,r0_mlp,1671,0.02,0.0005523943691514432,8.92402507446377e-09,1
4,r0_mlp,3885,0.02,0.00043185148388147354,6.950131137273274e-09,1
4,r0_mlp,3768,0.02,0.0009074789704754949,8.344184010411482e-09,1
4,r0_mlp,4069,0.02,0.0004509724385570735,7.719713757126101e-09,1
4,r0_mlp,9482,0.02,0.001301640528254211,9.88285897562946e-09,1
4,r0_mlp,1037,0.02,0.00030851486371830106,8.362443182363677e-09,1
4,r0_mlp,9099,0.02,0.0012389777693897486,1.0938598471454952e-08,1
4,r0_mlp,1129,0.02,0.0006842924631200731,8.242819760084785e-09,1
4,r0_mlp,2066,0.02,0.0026961187832057476,1.036329688730575e-08,1
4,r0_mlp,8225,0.02,0.0003897013666573912,7.967833504096689e-09,1
4,r0_mlp,5603,0.02,0.002323826542124152,8.540951945690267e-09,1
4,r0_mlp,755,0.02,0.001229250687174499,7.648413458127834e-09,1
4,r0_mlp,9587,0.02,0.0009498912841081619,7.91484389139896e-09,1
4,r0_mlp,9193,0.02,0.0007840938051231205,8.047076782702334e-09,1
4,r0_mlp,7416,0.02,0.0025572965387254953,1.681174133238983e-08,1
4,r0_mlp,468,0.02,0.001101005240343511,1.079723777053232e-08,1
4,r0_mlp,5679,0.02,0.002032972639426589,1.2679593375253262e-08,1
4,r0_mlp,2267,0.02,0.0015489176148548722,8.984502031239572e-09,1
4,r0_mlp,848,0.02,0.0028528778348118067,1.785764602857398e-08,1
4,r0_mlp,6745,0.02,0.0006009856006130576,8.64878391126922e-09,1
4,r0_mlp,589,0.02,0.0016960196662694216,9.019471391980005e-09,1
4,r0_mlp,8926,0.02,0.0011161318980157375,8.907327320173408e-09,1
4,r0_mlp,800,0.02,0.0011219680309295654,9.3820755608931e-09,1
4,r0_mlp,5369,0.02,0.0009767855517566204,9.368799958053842e-09,1
4,r0_mlp,6049,0.02,0.0007632168126292527,8.428586717457165e-09,1
4,r0_mlp,3221,0.02,0.0027538847643882036,1.709323349530223e-08,1
4,r0_mlp,3570,0.02,0.0013406203361228108,1.0182281684478767e-08,1
4,r0_mlp,1289,0.02,0.0005526882014237344,9.484352858635248e-09,1
4,r0_mlp,6104,0.02,0.0011670102830976248,9.531905931225992e-09,1
4,r0_mlp,9524,0.02,0.0010397890582680702,9.476421425347326e-09,1
4,r0_mlp,2459,0.02,0.0017219341825693846,8.94671448037343e-09,1
4,r0_mlp,6316,0.02,0.0011760009219869971,9.283493973555323e-09,1
4,r0_mlp,1698,0.02,0.0020835946779698133,9.114793364517482e-09,1
4,r0_mlp,8423,0.02,0.0027157380245625973,8.850093990986352e-09,1
4,r0_mlp,5081,0.02,0.0012832856737077236,8.21798451511313e-09,1
4,r0_mlp,2384,0.02,0.0012197683099657297,1.2424873574445883e-08,1
4,r0_mlp,145,0.02,0.0004937304765917361,7.3595241012469614e-09,1
4,r0_mlp,7446,0.02,0.0015771165490150452,8.985730381994017e-09,1
4,r0_mlp,9810,0.02,0.0028809073846787214,1.017717554674391e-08,1
4,r0_mlp,8778,0.02,0.0016405346104875207,1.7106074778894254e-08,1
4,r0_mlp,2497,0.02,0.0013982566306367517,9.165288972212693e-09,1
4,r0_mlp,9443,0.02,0.002423651982098818,8.074698243376588e-09,1
4,r0_mlp,2261,0.02,0.0006012795493006706,9.891487628976847e-09,1
4,r0_mlp,3557,0.02,0.0018717381171882153,1.0248951909375137e-08,1
4,r0_mlp,8536,0.02,0.00147332064807415,8.865372436162033e-09,1
4,r0_mlp,9221,0.02,0.001919076545163989,1.3839351886701934e-08,1
4,r0_mlp,1611,0.02,0.0024907563347369432,1.0422725793546306e-08,1
4,r0_mlp,7515,0.02,0.0019708331674337387,1.8816230351603735e-08,1
4,r0_mlp,6955,0.02,0.0016170012531802058,1.2093803292145822e-08,1
4,r0_mlp,6687,0.02,0.0011416132329031825,8.365794279541205e-09,1
4,r0_mlp,9435,0.02,0.0007581055979244411,7.865105899895752e-09,1
4,r0_mlp,5705,0.02,0.0010464281076565385,1.2198464460766445e-08,1
4,r0_mlp,7842,0.02,0.0020163313020020723,1.035586283393286e-08,1
4,r0_mlp,7666,0.02,0.0013053808361291885,9.027669278793837e-09,1
4,r0_mlp,1321,0.02,0.001272551715373993,1.042398523054544e-08,1
4,r0_mlp,3281,0.02,0.0013749842764809728,7.438925031522103e-09,1
4,r0_mlp,5843,0.02,0.0018429193878546357,1.2767038981564838e-08,1
4,r0_mlp,1544,0.02,0.0013239856343716383,1.0389252125264647e-08,1
4,r0_mlp,1476,0.02,0.0019022198393940926,1.9207938350973564e-08,1
4,r0_mlp,1552,0.02,0.002028744202107191,1.0362716018619267e-08,1
4,r0_mlp,2777,0.02,0.0007232617354020476,8.699485576357802e-09,1
4,r0_mlp,1240,0.02,0.002297772327437997,1.2455561915203361e-08,1
4,r0_mlp,6482,0.02,0.0019820185843855143,8.992211419922569e-09,1
4,r0_mlp,8698,0.02,0.0010164640843868256,1.073577848842433e-08,1
4,r0_mlp,6248,0.02,0.0013917306205257773,1.3471937343467744e-08,1
4,r0_mlp,4323,0.02,0.0007605224382132292,8.631047876406228e-09,1
4,r0_mlp,4597,0.02,0.0013065749080851674,8.531032769099056e-09,1
4,r0_mlp,9046,0.02,0.00046337387175299227,7.778998778462665e-09,1
4,r0_mlp,5389,0.02,0.0006459546857513487,8.53685744317545e-09,1
4,r0_mlp,5710,0.02,0.0026428878773003817,1.2790383863148236e-08,1
4,r0_mlp,7103,0.02,0.0011183499591425061,9.854463023373228e-09,1
4,r0_mlp,7263,0.02,0.0024631258565932512,1.3749488658731934e-08,1
4,r0_mlp,5244,0.02,0.0013660709373652935,1.003136418376016e-08,1
4,r0_mlp,5242,0.02,0.0014907196164131165,9.658009503255016e-09,1
4,r0_mlp,9775,0.02,0.0014094796497374773,1.1898259266729383e-08,1
4,r0_mlp,249,0.02,0.00037637370405718684,7.1707844107038454e-09,1
4,r0_mlp,1521,0.02,0.0009924906771630049,1.1739004435185052e-08,1
4,r0_mlp,5149,0.02,0.0008749731932766736,7.837522630893545e-09,1
4,r0_mlp,7070,0.02,0.0015989828389137983,1.0794962257421048e-08,1
4,r0_mlp,6433,0.02,0.0005398078355938196,7.132619828098541e-09,1
4,r0_mlp,2689,0.02,0.0011028638109564781,8.831845477175193e-09,1
4,r0_mlp,5968,0.02,0.0012895222753286362,7.953060432441816e-09,1
4,r0_mlp,7768,0.02,0.0027242631185799837,9.084049068519562e-09,1
4,r0_mlp,6122,0.02,0.0010535786859691143,9.81678383027429e-09,1
4,r0_mlp,4860,0.02,0.0004580053791869432,8.492379244273707e-09,1
4,r0_mlp,3537,0.02,0.0012565060751512647,1.0374548331526512e-08,1
4,r0_mlp,2000,0.02,0.001664113369770348,9.008680024180649e-09,1
