model_seed,method,stage,angle,angle_type,accuracy,nll
2,r0_mlp,0,-75.0,heldout,0.2515625,2.3645217418670654
2,r0_mlp,0,-60.0,train,0.2796875,2.15588002204895
2,r0_mlp,0,-45.0,heldout,0.4203125,1.7138481616973877
2,r0_mlp,0,-30.0,train,0.6171875,1.173737645149231
2,r0_mlp,0,-15.0,heldout,0.8109375,0.6230409562587738
2,r0_mlp,0,0.0,train,0.8859375,0.4207960307598114
2,r0_mlp,0,15.0,heldout,0.8625,0.4856567561626434
2,r0_mlp,0,30.0,train,0.80625,0.6723328471183777
2,r0_mlp,0,45.0,heldout,0.6671875,0.9722347855567932
2,r0_mlp,0,60.0,train,0.5625,1.227866268157959
2,r0_mlp,0,75.0,heldout,0.4125,1.7037455320358277
2,r0_mlp,1,-75.0,heldout,0.2578125,2.3308412551879885
2,r0_mlp,1,-60.0,train,0.29375,2.1261452198028565
2,r0_mlp,1,-45.0,heldout,0.425,1.694609022140503
2,r0_mlp,1,-30.0,train,0.6265625,1.1628244400024415
2,r0_mlp,1,-15.0,heldout,0.809375,0.6188431262969971
2,r0_mlp,1,0.0,train,0.8890625,0.41882603764534
2,r0_mlp,1,15.0,heldout,0.8609375,0.4848689675331116
2,r0_mlp,1,30.0,train,0.8015625,0.6717864036560058
2,r0_mlp,1,45.0,heldout,0.665625,0.9724288582801819
2,r0_mlp,1,60.0,train,0.56875,1.2230424404144287
2,r0_mlp,1,75.0,heldout,0.41875,1.69287428855896
2,r0_mlp,2,-75.0,heldout,0.2578125,2.323192310333252
2,r0_mlp,2,-60.0,train,0.29375,2.114836072921753
2,r0_mlp,2,-45.0,heldout,0.428125,1.6834948539733887
2,r0_mlp,2,-30.0,train,0.628125,1.1508745431900025
2,r0_mlp,2,-15.0,heldout,0.809375,0.6111532032489777
2,r0_mlp,2,0.0,train,0.890625,0.413919723033905
2,r0_mlp,2,15.0,heldout,0.8609375,0.4825011074542999
2,r0_mlp,2,30.0,train,0.803125,0.6741061329841613
2,r0_mlp,2,45.0,heldout,0.65625,0.9808466553688049
2,r0_mlp,2,60.0,train,0.5625,1.2348515748977662
2,r0_mlp,2,75.0,heldout,0.415625,1.7038458824157714
2,r0_mlp,3,-75.0,heldout,0.2703125,2.30227952003479
2,r0_mlp,3,-60.0,train,0.3046875,2.1044646739959716
2,r0_mlp,3,-45.0,heldout,0.434375,1.6791414737701416
2,r0_mlp,3,-30.0,train,0.6265625,1.1528398275375367
2,r0_mlp,3,-15.0,heldout,0.8078125,0.6128427684307098
2,r0_mlp,3,0.0,train,0.890625,0.41571090221405027
2,r0_mlp,3,15.0,heldout,0.8609375,0.4825733780860901
2,r0_mlp,3,30.0,train,0.803125,0.6688150346279145
2,r0_mlp,3,45.0,heldout,0.6609375,0.9692052721977233
